,year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypcm,linecm,detailcm
167328,2009,75,10832,3282009,101,A,O,P,5.0,CPW,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,75,75,Y,N,V,S,M,B,12311900,18,5,9,150,BK,BR,T, ,L, , ,SIDEWALK, , ,HENDRIX STREET,BLAKE AVENUE, ,BROOKLYN, , ,75,G, , ,1015214,0182954,CM,1,20
180352,2009,32,2981,4042009,535,A,O,P,1.0,FEL,2,P,Y,N,Y,CPW,N, ,0,0,N, ,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,32,32,N,N,V,S,M,B,1221974,35,6,0,160,BK,BR,T, ,L, , ,SIDEWALK, , ,WEST 154 STREET,8 AVENUE, ,MANHATTAN, , ,32,P,15, ,1001469,0241128,CM,1,20
366631,2009,83,6187,8052009,1422,A,O,P,2.0,FEL,4,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,83,83,Y,N,V,S,M,B,7151976,33,6,1,170,BK,BR,M, ,L, , ,SIDEWALK, , ,WILSON AVENUE,DECATUR STREET, ,BROOKLYN, , ,83,A, , ,1010168,0190600,CM,1,20
311223,2009,115,7390,6272009,345,A,O,P,2.0,GLA,5,P,Y,N,N, ,Y,153.04HC,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,115,115,N,N, , ,M,Q,6251981,27,5,8,200,BK,BR,M, ,L, , ,SIDEWALK, , ,ROOSEVELT AVENUE,104 STREET, ,QUEENS, , ,115,I, , ,1022555,0212540,CM,1,46
416733,2009,104,5904,9062009,205,A,O,P,1.0,ASSAULT,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,104,104,Y,N, , ,M,W,6171981,29,6,1,200,BR,BR,M, ,L, , ,STREET, , ,GATES AVENUE,GRANDVIEW AVENUE, ,QUEENS, , ,104,E, , ,1010857,0197071,CM,1,9
433211,2009,122,4618,9172009,1635,1,O,P,1.0,CSCS,10,P,Y,Y,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,122,122,Y,N,V,S,M,W,5141987,22,5,7,165,BR,BR,T, ,L, , ,RESID, , ,MILL ROAD,GUYON AVENUE, ,STATEN ISLAND, , ,122,C, , ,0952369,0142275,CM,1,28
99220,2009,77,1850,2202009,1620,1,O,H,1.0,MIS,3,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,77,77,N,N, , ,M,B,2141989,29,5,11,140,BK,BR,M, ,L, , ,SIDEWALK,1488,STERLING PLACE,ROCHESTER AVENUE,UTICA AVENUE, ,BROOKLYN, , ,77,J,4, ,1003830,0183888,CM,1,28
165587,2009,75,12682,3272009,1240,A,O,P,1.0,FEL,3,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,75,75,Y,N, , ,M,B,10041962,46,5,7,165,BK,BR,M, ,L, , ,STREET, , ,BLAKE AVENUE,WILLIAMS AVENUE, ,BROOKLYN, , ,75,E, , ,1012394,0182402,CM,1,20
24826,2009,120,640,1142009,1925,A,I,H,1.0,CRIM TRES,3,O,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,177,177,N,N, , ,M,Q,9221990,18,5,6,160,BK,BR,M, ,L, , ,NYCHA,29,WARREN STREET,HILL STREET,GORDON STREET, ,STATEN ISLAND, , ,120,C, , ,0961316,0165953,CM,1,31
528680,2009,72,3716,11172009,2036,A,O,P,5.0,CPW,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,072,72,Y,N,V,S,M,Q,4281996,13,5,5,150,BK,BR,M, ,L, , ,RESDENTIAL,484,60 STREET,5 AVENUE,4 AVENUE, ,BROOKLYN, , ,72,G,2, ,0979604,0172379,CM,1,20
348420,2009,28,4653,7232009,2200,A,O,P,2.0,FEL,2,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,28,28,Y,Y,V,S,M,B,9081976,32,6,0,185,BK,BR,M, ,L, , ,STREET, , ,LENOX AVENUE,WEST 115 STREET, ,MANHATTAN, , ,28,B, , ,0998041,0231228,CM,1,20
91703,2009,115,2027,2162009,2103,A,I,P,1.0,GANG ACTIVITY,10,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,115,115,N,N, , ,F,Q,2091993,15,5,4,150,BR,BR,M, ,L, , ,PARK, , ,25 AVENUE,85 STREET, ,QUEENS, , ,115,D, , ,1016400,0217406,CM,1,112
486864,2009,83,8239,10212009,1010,A,O,P,1.0,FEL,10,P,Y,N,Y,ROW,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,83,83,Y,N, , ,M,Q,4041991,18,5,7,160,BK,BR,M, ,L, , ,STREET,320,JEFFERSON STREET,IRVING AVENUE,KNICKERBOCKER AVENUE, ,BROOKLYN, , ,83,J, , ,1004776,0195988,CM,1,14
337333,2009,113,5918,7162009,28,A,O,P,1.0,MISD,30,P,Y,Y,N, ,Y,CPM,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,178,178,N,Y, , ,M,B,2071986,23,5,7,180,BK,BR,M, ,L, , ,STREET/CAR,150-16,116 DRIVE,155 STREET,SUTPHIN BOULEVARD, ,QUEENS, , ,113,H, , ,1042008,0187583,CM,1,27
247359,2009,10,1040,5142009,40,1,O,H,5.0,CPCS,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,804,804,N,N, , ,M,A,6011980,28,5,6,165,BK,BR,T, ,L, , ,PLAY AREA,427,WEST 26 STREET,10 AVENUE,9 AVENUE, ,MANHATTAN, , ,10,D, , ,0984003,0212087,CM,1,24
64553,2009,52,1521,2032009,1620,A,O,P,1.0,CSCS,10,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,52,320,N,N, , ,F,Q,10061978,30,5,2,115,BK,BR,T, ,L, , ,STREET, , ,BRIGGS AVENUE,EAST 196 STREET, ,BRONX, , ,52,G, , ,1014368,0255179,CM,1,28
45933,2009,9,286,1242009,1727,1,I,T,3.0,GRAND LARCENY,5,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,863,863,N,N,V,S,M,Q,10011984,24,5,5,140,BK,BR,M, ,L, , ,S/B 6 PLAT POST 0420, , ,LAFAYETTE STREET,BLEECKER STREET, ,MANHATTAN, , ,9,E,7, ,0985733,0203753,CM,1,45
253804,2009,43,4576,5182009,1100,1,I,H,1.0,MISD,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,808,808,N,N,V,S,M,B,5091987,22,6,2,230,BK,BK,H, ,L, , ,SIDEWALK,1730,WATSON AVENUE,ROSEDALE AVENUE,CROES AVENUE, ,BRONX, , ,43,F, , ,1020587,0240732,CM,1,20
198173,2009,66,1115,4142009,2140,A,I,P,2.0,FELONY,1,V,Y,N,Y,BURG,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,66,66,Y,N,V,S,M,Q,1151968,41,5,6,150,BK,BR,M, ,L, , ,RESIDENCE PVT HOUSE,1338,59 STREET,NEW UTRECHT AVENUE,13 AVENUE, ,BROOKLYN, , ,66,D, , ,0985061,0168397,CM,1,14
300259,2009,115,7106,6192009,1645,A,O,P,2.0,GLA,30,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,170,170,N,N, , ,M,W,8031983,25,6,1,210,BR,BR,H, ,L, , ,AUTO, , ,37 AVENUE,97 STREET, ,QUEENS, , ,115,H, , ,1020283,0213202,CM,1,46
323984,2009,120,11012,7062009,1925,A,O,P,1.0,BURGLARY,3,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,177,177,Y,N, , ,M,Q,3051982,27,5,7,180,BR,BR,H, ,L, , ,PUBLIC SIDEWALK,53,JERSEY STREET,RICHMOND TERRACE HOUSES,RICHMOND TERRACE, ,STATEN ISLAND, , ,120,G, , ,0959719,0174668,CM,1,14
16022,2009,83,231,1092009,330,A,I,P,2.0,ROBBERY,3,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,83,83,N,N, , ,M,B,12311900,20,6,0,160,BA,BR,T, ,L, , , , , ,BROADWAY,MELROSE STREET, ,BROOKLYN, , ,83,F, , ,1001995,0193367,CM,1,85
231880,2009,75,13708,5052009,227,A,O,P,1.0,FELONY,2,P,Y,N,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,75,75,N,Y, , ,M,Q,12071983,25,5,8,165,BR,BR,M, ,L, , ,RESIDENTIAL, , ,GEORGIA AVENUE,HEGEMAN AVENUE, ,BROOKLYN, , ,75,J, , ,1013860,0179470,CM,1,20
255799,2009,33,3125,5192009,1940,A,O,P,30.0,FELONY,4,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,33,30,N,N,V,S,M,Q,11301987,22,6,0,180,BK,BR,M, ,L, , ,SIDEWALK,548,WEST 164 STREET,BROADWAY,SAINT NICHOLAS AVENUE, ,MANHATTAN, , ,33,A,4, ,1000682,0244577,CM,1,28
217245,2009,73,10518,4262009,4,A,O,P,1.0,ROBBERY,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,73,73,N,N, , ,M,B,7211989,19,5,8,170,BK,BR,M, ,L, , ,COMMERCIAL, , ,SUTTER AVENUE,STONE AVENUE, ,BROOKLYN, , ,73,I,9, ,1010229,0182554,CM,1,85
116807,2009,52,2865,2282009,2100,A,O,P,1.0,CSCS,5,P,Y,Y,N, ,N, ,0,0,N,I,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,52,52,N,N, ,S,M,Q,1101967,42,5,9,150,BR,BR,M, ,L, , ,STREET,2656,DECATUR AVENUE,EAST 195 STREET,EAST 194 STREET, ,BRONX, , ,52,G, , ,1014793,0254095,CM,1,28
219864,2009,77,3795,4282009,948,A,O,P,1.0,FEL,5,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,77,77,N,N, , ,M,B,9101993,15,5,6,155,BK,BR,T, ,L, , ,APT BUILDING,959,SAINT MARKS AVENUE,ALBANY AVENUE,KINGSTON AVENUE, ,BROOKLYN, , ,77,H,8,55,1000955,0185077,CM,1,14
18718,2009,120,488,1112009,1725,A,O, ,1.0,MISD,3,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,177,120,Y,Y, , ,M,B,1091975,34,5,6,200,BK,BR,H, ,L, , ,SIDEWALK, , ,MONROE AVE,VICTORY BLVD, ,STATEN ISLAND, , ,120, , , ,0962383,0171825,CM,1,20
458754,2009,13,3489,10032009,30,1,O,P,5.0,CRIM MISC,2,V,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,13,13,N,N, ,S,M,B,5031952,52,5,6,165,BR,BR,M, ,L, , ,SIDEWALK,215,EAST 27 STREET,STRAUS HOUSES WEST,3 AVENUE, ,MANHATTAN, , ,13,D, ,17,0989585,0209287,CM,1,23
409574,2009,101,5899,9012009,2250,A,I,P,1.0,MISD,5,V,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,101,101,N,N,V,S,M,B,12271983,25,6,0,180,BK,BR,M, ,L, , ,APT BUILDING,121,BEACH 56 PLACE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE, ,QUEENS, , ,101,G, , ,1043662,0154514,CM,1,31
480452,2009,79,16894,10162009,2010,A,I,P,2.0,MISDEANOR,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,175,81,N,N, , ,M,B,4151988,21,5,10,180,BK,BR,M, ,L, , ,FTAP BUILDING,590,GATES AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE, ,BROOKLYN, , ,79,C,8, ,1000533,0189676,CM,1,31
408436,2009,66,2706,9012009,1015,A,O,P,3.0,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,66,66,N,N, , ,F,Q,2031955,54,5,5,150,BR,BR,M, ,L, , ,RESIDENTIAL,1124,54 STREET,12 AVENUE,11 AVENUE, ,BROOKLYN, , ,66,H, , ,0984602,0170424,CM,1,14
65928,2009,30,1596,2042009,1240,1,O,P,5.0,MISD,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,174,174,N,N, , ,M,Q,1201992,17,5,11,170,BR,BR,T, ,L, , ,STREET, , ,BROADWAY,WEST 140 STREET, ,MANHATTAN, , ,30,A, , ,0997324,0239218,CM,1,28
305416,2009,5,1659,6232009,1915,1,I,H,1.0,ASSAULT,10,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,804,804,N,N, , ,M,Q,1221955,54,5,9,150,BA,BR,T, ,L, , ,SIDEWALK,20,CATHERINE SLIP,SOUTH STREET,CATHERINE STREET, ,MANHATTAN, , ,5,A, , ,0985307,0197777,CM,1,9
474483,2009,32,9260,10122009,2304,A,O,P,1.0,FELONY,2,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,174,32,N,N, , ,M,B,8271965,44,6,0,180,BK,BR,M, ,L, , ,STREET,128,WEST 137 STREET,POWELL BOULEVARD,LENOX AVENUE, ,MANHATTAN, , ,32,D,8,66,1000606,0236506,CM,1,20
115891,2009,75,6422,2282009,1505,A,O,P,1.0,CPW,3,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,75,75,Y,Y, , ,M,B,11041975,33,5,11,190,BK,BR,M, ,L, , ,SIDEWALK, , ,NEW JERSEY AVENUE,NEW LOTS AVENUE, ,BROOKLYN, , ,75,F, , ,1014127,0180546,CM,1,20
337880,2009,120,11399,7162009,1200,A,I,P,5.0,CRIMINAL TRESPASS,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,177,177,N,N, , ,M,B,9201971,37,5,8,140,BK,BR,M, ,L, , ,VESTABULE,55,HOLLAND AVENUE,BENJAMIN PLACE,RICHMOND TERRACE, ,STATEN ISLAND, , ,120,T, , ,0936723,0172205,CM,1,31
274252,2009,6,1137,5312009,408,1,O,P,5.0,FELONY,10,V,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6,6,N,N, ,S,M,B,4021965,43,6,0,170,BR,BR,M, ,L, , ,STREET,62,CHRISTOPHER STREET,GROVE STREET,WEST 4 STREET, ,MANHATTAN, , ,6,E, ,29,0983535,0206561,CM,1,14
404272,2009,25,5531,8292009,955,1,O,H,2.0,MISD,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,805,805,N,N, , ,M,U,4061976,33,5,8,140,BK,BR,M, ,L, , ,STREET, , ,LEXINGTON AVENUE,EAST 123 STREET, ,MANHATTAN, , ,25,B, , ,1001312,0231864,CM,1,24
492360,2009,13,3590,10242009,250,1,O,P,1.0,ASSAULT,20,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,13,13,Y,N, , ,M,W,5311987,22,5,8,170,BR,BR,M, ,L, , , ,37,WEST 26 STREET,AVENUE OF THE AMERICAS,BROADWAY, ,MANHATTAN, , ,13,I, ,38,0987058,0210395,CM,1,9
204377,2009,122,2053,4182009,1118,1,O,P,1.0,MIS,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,122,122,N,N, , ,M,W,6251978,30,5,5,140,BK,BR,T, ,L, , ,STREET,491,BEDFORD AVENUE,NUGENT AVENUE,KISWICK STREET, ,STATEN ISLAND, , ,122,G, , ,0957827,0148829,CM,1,20
197143,2009,46,3215,4142009,1130,A,I,P,1.0,MIS,2,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,46,46,N,N, , ,F,B,1121973,36,5,9,180,BK,BR,H, ,L, , ,SUPERMARKET,2285,GRAND CONCOURSE,EAST 183 STREET,EAST 182 STREET, ,BRONX, , ,46,G,4,17,1011857,0251528,CM,1,65
552939,2009,32,11193,12042009,2015,A,O,P,1.0,FELONY,5,P,Y,N,N, ,Y,DIS CON,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,174,32,Y,Y, , ,M,Q,7011988,21,5,10,160,BK,BR,M, ,L, , ,PUBLIC SIDEWALK,587,LENOX AVENUE,WEST 140 STREET,WEST 139 STREET, ,MANHATTAN, , ,32,E,10,13,1001283,0237086,CM,1,20
195754,2009,104,2608,4132009,225,A,O,P,2.0,BURGLARY,7,P,Y,N,N, ,Y,OPEN CONTAINER,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,104,104,Y,N, , ,F,Q,7161989,19,5,4,125,BR,BR,M, ,L, , ,DUANE READE,66-44,GRAND AVENUE,BORDEN AVENUE,66 STREET, ,QUEENS, , ,104,G, ,3,1012586,0203289,CM,1,14
343646,2009,104,4798,7202009,1908,A,O,P,2.0,CPW,10,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,104,104,Y,N, , ,F,W,5261973,35,5,8,170,BL,BL,M, ,L, , ,STREET, , ,METROPOLITAN AVENUE,60 PLACE, ,QUEENS, , ,104,H, , ,1010928,0198990,CM,1,20
288651,2009,73,13583,6112009,1238,1,I,H,1.0,CRIM TRES,1,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,802,802,N,N, , ,M,B,9231988,20,5,8,170,BK,BK,M, ,L, , ,LOBBY,296,SUTTER AVENUE,OSBORN STREET,ROCKAWAY AVENUE, ,BROOKLYN, , ,73,I,9, ,1009495,0182407,CM,1,31
39408,2009,40,1178,1212009,2330,1,O,H,10.0,CRIM TRESS,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,807,807,N,N, , ,M,P,9211988,20,5,10,160,BR,BR,M, ,L, , ,IN FRONT OF BUILDING,620,EAST 137 STREET,CYPRESS AVENUE,SAINT ANNS AVENUE, ,BRONX, , ,40,A,19, ,1007409,0232728,CM,1,31
