,year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypcm,linecm,detailcm
304520,2010,115,7380,6212010,240,1,O,P,5,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,115,115,Y,N, , ,M,P,10091974,35,5,6,150,BK,BR,M, ,L, , ,SIDEWALK,37-14,94 ST, , , ,QUEENS, , ,115, , , , , ,CM,1, 14
267696,2010,67,5653,5292010,1410,1,O,P,2,FEL,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,176,176,Y,N, , ,M,B,4051989,21,6,1,170,BK,BR,T, ,L, , ,SIDEWALK, , ,RUTLAND ROAD,EAST 95 STREET, ,BROOKLYN, , ,67,N, , ,1004940,180941,CM,1, 20
5005,2010,113,52,1052010,1335,A,O,P,1,MISD,7,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,172,172,Y,N,V,S,F,B,1071992,17,5,7,120,BK,BR,M, ,L, , ,STREET/CAR, , ,SUTPHIN BOULEVARD,LINDEN BOULEVARD, ,QUEENS, , ,113,K, , ,1041407,189383,CM,1,27
511823,2010,44,10332,10312010,2130,A,O,P,2,MISD/ CPW,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,138,138,N,N, , ,M,B,2011959,51,5,6,150,BK,BR,T, ,L, , ,STREET,75,EAST MOUNT ED,WALTON AVENUE,TOWNSEND AVENUE, ,BRONX, , ,44,T, ,69,1008204,246713,CM,1,20
348633,2010,79,9292,7192010,2044,A,O,P,1,FELONY,5,P,Y,N,N, ,Y,19 176B,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,175,175,Y,N, , ,M,B,1261992,18,5,10,160,BK,BR,M, ,L, , ,STREET, , ,PULASKI STREET,TOMPKINS AVENUE, ,BROOKLYN, , ,79,E,  14, ,999284,191674,CM,1,20
407130,2010,10,1841,8292010,33,1,O,H,2,CRIMINAL TRESPASS,5,V,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,10,10,N,N,V,S,M,B,12311900,17,6,0,170,BK,BR,M, ,L, , ,STREET,401,WEST 18 STREE,FULTON HOUSES WEST,9 AVENUE, ,MANHATTAN, , ,10,C, , ,983152,210203,CM,1,31
425872,2010,61,3656,9102010,1855,A,O,P,2,GRAFFITI,5,V,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,61,61,N,N,V,S,M,W,9091992,17,5,8,160,BR,BR,M, ,L, , ,STREET, , ,AVENUE S,EAST 15 STREET, ,BROOKLYN, , ,61,I,   5, ,996112,159140,CM,1,59
508414,2010,83,7467,10292010,2340,1,I,T,10,FEL,7,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,849,849,Y,N,V,S,M,B,12311900,22,5,0,160,BK,BR,T, ,L, , ,MEZZ, , ,BROADWAY,FLUSHING AVENUE, ,BROOKLYN, , ,83,F, , ,1000351,194575,CM,1,85
16943,2010,73,576,1122010,1400,1,I,H,2,CPM,2,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,802,802,N,N, , ,M,B,7101993,16,5,8,150,BK,BL,M, ,L, , ,HALLWAY,260,STONE AVENUE,LIBERTY AVENUE,EAST NEW YORK AVENU, ,BROOKLYN, , ,73,H,8, ,1009838,184508,CM,1,27
129268,2010,46,2584,3182010,1810,A,O,P,1,CPW,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,173,46,Y,N, , ,M,Q,11131972,36,5,7,160,BK,BR,M, ,L, , , ,2154,GRAND CONCOUR,ANTHONY AVENUE,EAST 181 STREET, ,BRONX, , ,46,C,2,17,1011482,250783,CM,1,20
339253,2010,120,10772,7122010,2010,A,O,P,1,FEL/GLA,5,P,N,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,122,446,N,N, , ,M,Q,6031984,26,5,5,140,BR,BR,M, ,L, , ,STREET, , ,PORT RICHMOND AVENUE,POST AVENUE, ,STATEN IS, , ,120,P, , ,946470,170274,CM,1,46
176213,2010,102,2422,4152010,1914,A,O,P,1,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,100,172,N,N, , ,M,Q,1211972,38,5,10,185,BK,BR,M, ,L, , ,SIDEWALK,88-14,90 STREET,89 AVENUE,88 AVENUE, ,QUEENS, , ,102,D, , ,1024702,191195,CM,1, 14
174484,2010,9,1834,4142010,2200,1,O,P,2,FELONY,10,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,9,9,N,N,V,S,M,A,12161962,47,5,8,160,BK,BR,M, ,L, , ,SIDEWALK,25,BLEECKER STRE,JONES ALLEY,BOWERY, ,MANHATTAN, , ,9,E,7,68,986073,203619,CM,1, 10
346099,2010,26,2451,7172010,440,1,O,P,10,FEL,10,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,137,137,Y,N, , ,M,B,11041990,20,6,1,175,BK,BK,T, ,L, , ,STREET, , ,RIVERSIDE DRIVE,WEST 112 STREET, ,MANHATTAN, , ,26,B, , ,993282,232973,CM,1,20
410658,2010,88,5054,8312010,2047,A,O,P,1,CPW,3,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,88,88,Y,N,V,S,M,B,5221992,18,5,7,160,BK,BR,T, ,L, , ,SIDEWALK,158,NORTH ELLIOTT,MYRTLE AVENUE,AUBURN PLACE, ,BROOKLYN, , ,88,J, , ,990643,192155,CM,1,20
417787,2010,73,15874,9052010,135,1,I,H,5,CPM,15,O,Y,N,Y,CPM,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,802,802,Y,N, , ,M,B,3081987,23,5,11,160,BK,BR,T, ,L, , ,HALLWAY,557,ROCKAWAY AVEN,BLAKE AVENUE,SUTTER AVENUE, ,BROOKLYN, , ,73,I,   9, ,1009250,182074,CM,1,27
100911,2010,46,2002,2282010,2205,A,O,P,1,CPW,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,173,46,Y,N, , ,M,P,8181993,16,5,4,135,BK,BR,T, ,L, , , ,240,MOUNT HOPE PL,ANTHONY AVENUE,MONROE AVENUE, ,BRONX, , ,46,A,3, ,1010542,248305,CM,1,20
136057,2010,73,3982,3232010,1250,1,I,H,2,CRIM TRES,20,P,Y,N,N, ,Y,DIS CON,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,802,802,N,Y, , ,M,B,7101981,28,5,8,138,BK,BR,M, ,L, , ,STAIRWAY,335,SUTTER AVENUE,OSBORN PROJECTS,ROCKAWAY AVENUE, ,BROOKLYN, , ,73,I,9, ,1009977,182507,CM,1,31
55669,2010,70,768,2012010,2050,A,I,P,1,MISD,10,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,70,70,N,N, , ,F,B,3031982,23,5,4,130,BK,BR,M, ,L, , ,APT BLDG,160,PARKSIDE AVEN,OCEAN AVENUE,SAINT PAULS PLACE, ,BROOKLYN, , ,70,J,24, ,994524,177710,CM,1,31
351851,2010,49,5165,7222010,630,A,O,P,1,FEL,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,49,49,N,N, , ,M,B,8091959,51,5,11,170,BK,BR,T, ,L, , ,STREET, , ,ALLERTON AVENUE,WHITE PLAINS ROAD, ,BRONX, , ,49,H,  13, ,1020937,254605,CM,1,46
449461,2010,110,11613,9262010,255,A,O,P,1,BURG,5,V,Y,N,Y,153.09,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,110,110,Y,N, , ,M,Q,8241984,25,5,5,145,BK,BR,T, ,L, , ,SIDEWALK,97-59,CORONA AVENUE,97 PLACE,46 AVENUE, ,QUEENS, , ,110,G, , ,1021443,210410,CM,1,14
569638,2010,44,12073,12052010,225,1,I,T,1,PETIT LARCENY,2,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,864,864,N,N, , ,M,B,12311900,46,5,8,250,BK,BR,H, ,L, , ,MEZZ, , ,RIVER AVENUE,EAST 161 STREET, ,BRONX, , ,44,A, , ,1004749,240880,CM,1,68
192847,2010,1,840,4232010,320,1,I,T,5,GRAND LARCENY,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,861,861,Y,N,V,S,M,B,1251974,35,5,9,170,BK,BR,M, ,L, , ,CHAMBERS SUBWAY, , ,FULTON STREET,CHURCH STREET, ,MANHATTAN, , ,1,E, , ,981349,198508,CM,1,45
553615,2010,7,2863,11242010,2035,1,I,H,1,CRIMINAL TRESPASS,5,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7,7,Y,N,V,S,M,B,4111994,16,6,0,150,BK,BK,T, ,L, , ,HOUSING,38,RUTGERS STREE,CHERRY STREET,MADISON STREET, ,MANHATTAN, , ,7,A,1, ,987040,198813,CM,1,31
248549,2010,42,3715,5202010,338,1,O,P,1,FEL,6,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,42,42,N,N, , ,M,Q,5301972,37,5,8,150,BK,BR,M, ,L, , ,STREET, , ,PROSPECT AVENUE,HOME STREET, ,BRONX, , ,42,H, , ,1012422,240916,CM,1, 46
566764,2010,45,4483,12032010,1820,A,O,P,10,FEL,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,45,45,N,N, , ,M,W,11281982,28,5,7,160,BR,BR,M, ,L, , ,COMMERICIAL, , ,GLEBE AVENUE,WESTCHESTER AVENUE, ,BRONX, , ,45,K, , ,1025713,243291,CM,1,46
18569,2010,42,238,1132010,1125,1,O,P,1,TRESPASS,5,P,Y,Y,N, ,Y,TRESPASS,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,42,42,Y,N, , ,F,B,2131969,40,5,6,160,BK,BR,M, ,L, , ,BUILDING,664,EAST 166 STRE,TRINITY AVENUE,BOSTON ROAD, ,BRONX, , ,42,H, , ,1010662,240582,CM,1,31
253280,2010,78,1325,5222010,225,1,O,H,1,CRIMINAL TRESPASS,5,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,78,78,N,N, , ,M,B,10111981,180,5,9,180,BK,BR,T, ,L, , ,HOUSING,130,3 AVENUE,BALTIC STREET,WYCKOFF STREET, ,BROOKLYN, , ,78,C,7, ,988985,187769,CM,1, 31
520713,2010,24,3439,11062010,10,A,O,P,1,GRAND LARCENY,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,24,24,N,N, , ,M,B,6131980,30,6,2,200,BK,BR,M, ,L, , ,SIDEWALK,865,COLUMBUS AVEN,WEST 104 STREET,WEST 100 STREET, ,MANHATTAN, , ,24,D, , ,994042,229579,CM,1,45
411326,2010,45,2915,9012010,150,A,I,P,1,FELONY,10,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,45,45,N,N, , ,M,Q,12311900,48,5,8,140,BR,BR,M, ,L, , , ,3427,BRUCKNER BOUL,ROBERTS AVENUE,MIDDLETOWN ROAD, ,BRONX, , ,45,G, , ,1032285,247495,CM,1,14
374334,2010,28,4258,8072010,1357,A,O,P,2,CPW,857,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,28,28,Y,Y, , ,F,B,12311900,37,5,4,120,BK,BR,T, ,L, , ,PUBLIC SIDEWALK, , ,SAINT NICHOLAS AVENUE,WEST 125 STREET, ,MANHATTAN, , ,28,J, , ,997374,234664,CM,1,20
137889,2010,83,1973,3242010,1450,A,O,P,1,FEL,5,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,83,83,Y,N, , ,M,B,1091998,12,5,3,130,BK,BR,T, ,L, , ,SIDEWALK, , ,DECATUR STREET,EVERGREEN AVENUE, ,BROOKLYN, , ,83,A, , ,1009366,189525,CM,1,20
590249,2010,101,9854,12202010,149,A,O,P,1,FELONY,6,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,101,101,Y,N, , ,M,B,10271967,37,5,6,200,BK,BR,U, ,L, , ,STREET, , ,BROOKHAVEN AVENUE,BEACH 29 STREET, ,QUEENS, , ,101,E, , ,1050190,157349,CM,1,46
39227,2010,108,407,1232010,102,A,O,P,2,GLA,5,P,Y,N,N, ,Y,1163,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,108,108,Y,N, , ,M,A,4241985,24,5,7,170,BK,BR,M, ,L, , ,STREET, , ,LAUREL HILL BOULEVARD,63 STREET, ,QUEENS, , ,108,M, , ,1011204,208292,CM,1,46
414231,2010,49,6031,9032010,30,A,O,P,1,FEL,7,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,49,49,N,N, , ,M,Q,11201992,17,6,4,205,BK,BR,M, ,L, , ,STREET, , ,PEARSALL AVENUE,ASTOR AVENUE, ,BRONX, , ,49,F,  10, ,1025153,252555,CM,1,46
28781,2010,77,1228,1182010,1220,1,O,H,1,CRIM TRES,5,P,Y,N,Y,UNLEASHE,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,802,802,N,N, , ,F,B,4211963,16,5,5,170,BK,BR,M, ,L, , ,FENCED AREA,1400,BERGEN STREET,TROY AVENUE,ALBANY AVENUE, ,BROOKLYN, , ,77,I,5, ,1001333,185368,CM,1,31
16293,2010,44,104,1122010,40,A,O,P,1,FELONY,3,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,173,44,N,N, , ,M,Q,4231983,26,5,11,230,BK,BR,H, ,L, , ,SIDEWALK, , ,WEST 165 STREET,NELSON AVENUE, ,BRONX, , ,44,D, , ,1004234,243196,CM,1,20
288736,2010,120,8999,6112010,1620,A,O,P,5,MISD,5,P,Y,N,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,120,120,Y,N, ,S,M,Q,5101991,19,5,7,210,BR,BR,H, ,L, , ,STREET,15,BOWEN STREET,SOBEL COURT,ROFF STREET, ,STATEN IS, , ,120,B, , ,961252,163402,CM,1,24
364,2010,42,4,1012010,450,1,O,P,1,CPW,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,42,42,Y,Y,V,S,M,B,3181991,18,5,4,180,BK,BK,M, ,L, , , , , ,HOE AVENUE,FREEMAN STREET, ,BRONX, , ,42,F, , ,1014450,241737,CM,1,20
368521,2010,9,3774,8032010,1855,1,O,H,1,BURG,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,804,804,N,N,V,S,M,B,4261991,19,6,0,200,BK,BR,M, ,L, , ,SIDEWALK,950,EAST 4 WALK,ROOSEVELT DRIVE,AVENUE D, ,MANHATTAN, , ,9,A,   1, ,990986,201784,CM,1,14
288332,2010,110,9003,6112010,1200,1,I,T,10,FELONY,5,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,866,866,N,N,V,S,M,B,3171995,15,5,11,150,BK,BR,T, ,L, , ,MEZZ, , ,QUEENS BOULEVARD,WOODHAVEN BOULEVARD, ,QUEENS, , ,110,C, , ,1020148,206460,CM,1,85
503626,2010,88,6221,10272010,1845,A,O,P,3,CPCS,3,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,77,88,N,N, , ,M,Q,12311900,46,5,10,180,BK,BR,M, ,L, , ,PARK, , ,VANDERBILT AVENUE,FULTON STREET, ,BROOKLYN, , ,88,F, , ,993136,188378,CM,1,24
227063,2010,110,7693,5082010,2210,A,O,P,1,ROBBERY,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,109,109,Y,N, , ,M,Q,3161983,27,5,4,140,BK,BR,M, ,L, , , , , ,BRITTON AVENUE,ITHACA STREET, ,QUEENS, , ,110,A, , ,1017294,210808,CM,1, 85
165756,2010,120,5494,4092010,2350,A,O,P,1,GLA,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,120,120,Y,N, , ,M,B,9011985,23,6,3,200,BK,BR,M, ,L, , ,STREET, , ,WALKER STREET,PORT RICHMOND AVENU, ,STATEN IS, , ,120,P, , ,945223,168709,CM,1,46
186674,2010,73,5492,4202010,1845,A,O,P,2,CPW,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,73,73,Y,N, , ,M,B,12231990,19,5,8,160,BK,BR,M, ,L, , ,STREET,23,NEW LOTS AVEN,STONE AVENUE,WATKINS STREET, ,BROOKLYN, , ,73,Q,15, ,1010874,178633,CM,1,20
103585,2010,28,1005,3022010,1945,A,O,P,5,FELONY,5,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,28,28,N,N, , ,M,B,4081983,26,5,9,290,BK,BR,H, ,L, , ,SIDEWALK,45,LENOX AVENUE,WEST 113 STREET,WEST 112 STREET, ,MANHATTAN, , ,28,B, ,6,997697,230604,CM,1,24
410596,2010,106,5166,8312010,2011,A,O,P,2,FEL,2,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,106,106,N,N,V,S,M,Q,12311900,20,5,7,150,BK,BR,T, ,L, , ,STREET, , ,ROCKAWAY BOULEVARD,99 STREET, ,QUEENS, , ,106,E, , ,1028638,187069,CM,1,46
118028,2010,101,2022,3102010,2345,A,O,P,2,FELONY,3,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,101,101,Y,N, , ,M,B,9021984,25,5,11,280,BK,BR,H, ,L, , ,STREET, ,NEILSON STREE,DINSMORE AVENUE,CORNAGA AVENUE, ,QUEENS, , ,101,B, , ,1054348,159095,CM,1,20
